* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Dated: Jan 12, 2025 11:02:31 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Measurement: Left Ear AVG
* Smoothing: 1/12 octave
* Frequency Step: 0.33645633 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
271.183801, 87.505
271.520257, 87.505
271.856714, 87.506
272.193170, 87.507
272.529626, 87.507
272.866083, 87.508
273.202539, 87.508
273.538995, 87.509
273.875452, 87.509
274.211908, 87.510
274.548364, 87.510
274.884821, 87.511
275.221277, 87.511
275.557733, 87.512
275.894190, 87.512
276.230646, 87.512
276.567102, 87.512
276.903559, 87.513
277.240015, 87.513
277.576471, 87.513
277.912928, 87.513
278.249384, 87.513
278.585840, 87.513
278.922297, 87.513
279.258753, 87.513
279.595209, 87.514
279.931666, 87.513
280.268122, 87.513
280.604578, 87.513
280.941035, 87.513
281.277491, 87.513
281.613947, 87.513
281.950404, 87.513
282.286860, 87.513
282.623316, 87.512
282.959773, 87.512
283.296229, 87.512
283.632685, 87.511
283.969142, 87.511
284.305598, 87.511
284.642054, 87.510
284.978510, 87.510
285.314967, 87.509
285.651423, 87.509
285.987879, 87.508
286.324336, 87.508
286.660792, 87.507
286.997248, 87.507
287.333705, 87.506
287.670161, 87.505
288.006617, 87.504
288.343074, 87.504
288.679530, 87.503
289.015986, 87.502
289.352443, 87.501
289.688899, 87.501
290.025355, 87.500
290.361812, 87.499
290.698268, 87.498
291.034724, 87.497
291.371181, 87.496
291.707637, 87.495
292.044093, 87.494
292.380550, 87.493
292.717006, 87.492
293.053462, 87.491
293.389919, 87.490
293.726375, 87.489
294.062831, 87.488
294.399288, 87.486
294.735744, 87.485
295.072200, 87.484
295.408657, 87.483
295.745113, 87.482
296.081569, 87.481
296.418026, 87.479
296.754482, 87.478
297.090938, 87.477
297.427395, 87.476
297.763851, 87.475
298.100307, 87.473
298.436764, 87.472
298.773220, 87.471
299.109676, 87.470
299.446133, 87.468
299.782589, 87.467
300.119045, 87.466
300.455502, 87.465
300.791958, 87.463
301.128414, 87.462
301.464871, 87.461
301.801327, 87.460
302.137783, 87.458
302.474240, 87.457
302.810696, 87.456
303.147152, 87.455
303.483609, 87.453
303.820065, 87.452
304.156521, 87.451
304.492978, 87.450
304.829434, 87.448
305.165890, 87.447
305.502347, 87.446
305.838803, 87.444
306.175259, 87.443
306.511716, 87.442
306.848172, 87.441
307.184628, 87.439
307.521085, 87.438
307.857541, 87.437
308.193997, 87.435
308.530454, 87.434
308.866910, 87.433
309.203366, 87.431
309.539822, 87.430
309.876279, 87.428
310.212735, 87.427
310.549191, 87.426
310.885648, 87.424
311.222104, 87.423
311.558560, 87.422
311.895017, 87.420
312.231473, 87.419
312.567929, 87.417
312.904386, 87.416
313.240842, 87.414
313.577298, 87.413
313.913755, 87.411
314.250211, 87.410
314.586667, 87.408
314.923124, 87.407
315.259580, 87.405
315.596036, 87.404
315.932493, 87.402
316.268949, 87.400
316.605405, 87.399
316.941862, 87.397
317.278318, 87.396
317.614774, 87.394
317.951231, 87.392
318.287687, 87.391
318.624143, 87.389
318.960600, 87.387
319.297056, 87.386
319.633512, 87.384
319.969969, 87.382
320.306425, 87.381
320.642881, 87.379
320.979338, 87.377
321.315794, 87.375
321.652250, 87.373
321.988707, 87.372
322.325163, 87.370
322.661619, 87.368
322.998076, 87.366
323.334532, 87.364
323.670988, 87.362
324.007445, 87.361
324.343901, 87.359
324.680357, 87.357
325.016814, 87.355
325.353270, 87.353
325.689726, 87.351
326.026183, 87.349
326.362639, 87.347
326.699095, 87.345
327.035552, 87.343
327.372008, 87.341
327.708464, 87.339
328.044921, 87.337
328.381377, 87.335
328.717833, 87.333
329.054290, 87.331
329.390746, 87.329
329.727202, 87.327
330.063659, 87.325
330.400115, 87.322
330.736571, 87.320
331.073028, 87.318
331.409484, 87.316
331.745940, 87.314
332.082397, 87.312
332.418853, 87.310
332.755309, 87.307
333.091765, 87.305
333.428222, 87.303
333.764678, 87.301
334.101134, 87.299
334.437591, 87.296
334.774047, 87.294
335.110503, 87.292
335.446960, 87.290
335.783416, 87.288
336.119872, 87.285
336.456329, 87.283
336.792785, 87.281
337.129241, 87.278
